,sentence1,source1_np0,sentence2,source2_np0,label
116,"At midday Monday , the 10 - year note US10 YT = RR had slipped 12 / 32 in price giving a yield of 3 . 16 percent from 3 . 12 percent .",the 10 - year note US10 YT = RR,"Further out the curve , the benchmark 10 - year note US10 YT = RR shed 25 / 32 in price , taking its yield to 3 . 26 percent from 3 . 17 percent .",the benchmark 10 - year note US10 YT = RR,0
117,"Mr Alibek said : "" Our outcomes are very encouraging .",Mr Alibek,""" Our outcomes are very encouraging , "" George Mason researcher Ken Alibek said .",George Mason researcher Ken Alibek,1
118,"The report also claims that there will be up to 9 . 3 million visitors to hot spots this year , up again from the meagre 2 . 5 million in 2002 .",The report,"There will be 9 . 3 million visitors to hot spots in 2003 , up from 2 . 5 million in 2002 , Gartner said .","9 . 3 million visitors to hot spots in 2003 , up from 2 . 5 million in 2002",1
119,"The final report on the investigation could take as long as a year , Engleman said at a news briefing .",The final report on the investigation,Engleman said the final report on the investigation could take as long as a year .,the final report on the investigation,1
120,"By skirting the FDA ' s oversight , Eagan said , the quality of the imported drugs is "" less predictable "" than for those obtained in the United States .",the quality of the imported drugs,"By skirting the FDA ' s oversight , Eagan said the quality of the imported drugs is "" less predictable "" than U . S . drugs .",the FDA ' s oversight,1
121,"Last week , the executive committee of the Board of Trustees issued a no - confidence vote in Goldin .",Last week,But last week the executive committee of the board of trustees gave him a vote of no confidence .,last week,1
122,"United Airlines plans to become the first domestic airline to offer e - mail on all its domestic flights by the end of the year , the company announced yesterday .",the company,"United Airways plans to offer in - flight , two - way e - mail on all domestic flights by the end of the year , becoming the first U . S . carrier to do so .",United Airways,1
123,"The Fourth of July Parade begins at 10 : 30 a . m . on Redwood Road , above the Sequoia and Redwood intersection .",The Fourth of July Parade,"The Fourth of July parade begins at 11 a . m . in downtown Everett , at Colby and Hewitt avenues .",The Fourth of July parade,0
124,Federal regulators have turned from sour to sweet on a proposed $ 2 . 8 billion merger of ice cream giants Nestle Holdings Inc . and Dreyer ' s Grand Ice Cream Inc .,Federal regulators,Federal regulators have changed their minds on a proposed $ 2 . 8 billion merger of ice cream giants Nestle Holdings and Dreyer ' s Grand Ice Cream .,Federal regulators,1
125,Iraqi doctors who treated former prisoner of war Jessica Lynch dismissed on Friday claims made in her biography that she was raped by her Iraqi captors .,Iraqi doctors who treated former prisoner of war Jessica Lynch,Former prisoner of war Pfc . Jessica Lynch is winning admiration in her hometown all over again for the courage to reveal she was raped by her Iraqi captors .,Former prisoner of war Pfc . Jessica Lynch,0
126,Its closest living relatives are a family frogs called sooglossidae that are found only in the Seychelles in the Indian Ocean .,Its closest living relatives,"Its closest relative is found in the Seychelles Archipelago , near Madagascar in the Indian Ocean .",Its closest relative,1
127,"Goldman also raised its quarterly dividend to 25 cents from 12 cents , citing the new tax law .",its quarterly dividend,"Goldman decided to increase its quarterly dividend to 25 cents a share from 12 cents , citing recent tax legislation as a primary factor behind the move .",recent tax legislation,1
128,""" The benefit is equal for everyone , both in traditional Medicare and in the enhanced Medicare we ' re setting up . """,The benefit,""" The ( drug ) benefit is equal for everyone , both in traditional Medicare and in the enhanced Medicare we ' re setting up , "" Grassley said .",The ( drug ) benefit,1
129,Arison said Mann may have been one of the pioneers of the world music movement and he had a deep love of Brazilian music .,a deep love of Brazilian music,Arison said Mann was a pioneer of the world music movement - - well before the term was coined - - and he had a deep love of Brazilian music .,a deep love of Brazilian music,0
130,"In winter , it is transformed into a treacherous embankment , a mountain of ice and snow that blankets everything .","a treacherous embankment , a mountain of ice and snow that blankets everything","In winter , Terrapin Point is transformed into a treacherous embankment of ice and snow that blankets everything - - the park , the railings , even the lampposts .",Terrapin Point,1
131,Tom Hamilton said his daughter was conscious and alert and in stable condition after the attack Friday morning .,Tom Hamilton,"Bethany , who remained in stable condition after the attack Friday morning , talked of the attack Saturday .","Bethany , who remained in stable condition after the attack Friday morning ,",0
132,But a U . S . appeals court in San Francisco disagreed and upheld the law .,a U . S . appeals court in San Francisco,The high court reversed a decision by a U . S . appeals court that upheld the law .,The high court,0
133,"Jim Eisenbrandt , Wittig ' s attorney , also was not available for comment immediately ; his secretary said he was reviewing the report .","Jim Eisenbrandt , Wittig ' s attorney ,","A secretary for James Eisenbrandt , Wittig ' s attorney , said Eisenbrandt was reviewing the report this morning .","A secretary for James Eisenbrandt , Wittig ' s attorney ,",0
134,"Because of the holiday period , the agency will not release data from the period since Dec . 27 until today .",the agency,"Because of the holidays , CDC is not releasing data from the period since Dec . 27 until today .",the holidays,1
135,He also said the academy will get its own internal report next week detailing how serious the problem remains .,the academy,"The academy will get its own internal report next week and it will be made public , Rosa said .",The academy,0
136,It estimated on Thursday it has a 51 percent market share in Europe .,a 51 percent market share in Europe,Boston Scientific said it has gained 51 percent of the coated - stent market in Europe .,Boston Scientific,1
137,They weighed an average 220 pounds ( 100 kg ) and needed to lose between 30 and 80 pounds .,an average 220 pounds ( 100 kg ),They weighed an average 100 kilograms and needed to lose between 14 and 36 kilograms .,an average 100 kilograms,1
138,Bond voiced disappointment that neither President Bush nor his brother attended the 2002 conference in Texas or the 2003 meeting in Florida .,disappointment that neither President Bush nor his brother attended the 2002 conference in Texas or the 2003 meeting in Florida,Bond also voiced his disappointment that neither President Bush nor his brother attended this conference in Florida or last year ' s conference in Texas .,his disappointment that neither President Bush nor his brother attended this conference in Florida or last year ' s conference in Texas,1
139,"For the week , the Russell 2000 , the barometer of smaller company stocks , advanced 11 . 92 , or 2 . 5 percent , closing at 497 . 42 .","the Russell 2000 , the barometer of smaller company stocks ,","The Russell 2000 index , which tracks smaller company stocks , was up 1 . 02 , or 0 . 21 percent , at 496 . 83 .","The Russell 2000 index , which tracks smaller company stocks ,",1
140,"The 2001 recession is considered short and shallow relative to the nine others since World War II , which averaged 11 months .",The 2001 recession,"The most recent recession was short and shallow relative to the nine others , averaging 11 months , that occurred since World War II .",The most recent recession,1
141,"The lawsuit , filed after a 19 - month investigation by the Employee Benefits Security Administration , names Lay and Skilling among others .",The lawsuit,"The lawsuit , filed after a 19 - month investigation by the Employee Benefits Security Administration , names former Enron Chairman Kenneth Lay and former chief executive Jeff Skilling , among others .",The lawsuit,1
142,Business groups and border cities have raised concerns that US - VISIT will mean longer waits to cross borders and will hurt commerce .,Business groups and border cities,Business groups and border cities have raised concerns that US - VISIT will mean longer lines that will damage cross - border commerce .,Business groups and border cities,1
143,"Democratic presidential candidate Joe Lieberman accused President Bush on Wednesday of presiding over a new economy with old thinking , and for failing to reward innovation in the workplace .",Democratic presidential candidate Joe Lieberman,Democratic presidential candidate Joe Lieberman criticized President Bush on Wednesday for a sluggish economy that has kept Americans out of work .,Democratic presidential candidate Joe Lieberman,0
144,"In the entire fiscal year , the company lost a record $ 1 . 27 billion , or $ 2 . 11 a share , on sales of nearly $ 3 . 1 billion .",the company,"For the entire fiscal year , Micron lost a record $ 1 . 27 billion on sales of just under $ 3 . 1 billion .",the entire fiscal year,1
145,"Authorities said the informant , an inmate named Richard Powell who is imprisoned for killing his landlady in 1982 , led a team to the spot .","the informant , an inmate named Richard Powell who is imprisoned for killing his landlady in 1982 ,","Authorities identified the tipster as Richard Powell , who is imprisoned for killing his landlady in 1982 .",the tipster,0
146,The Commerce ruling Tuesday will impose a 44 . 71 percent tariff on dynamic random access memory semiconductors ( DRAMS ) made by Hynix Semiconductor Inc .,The Commerce ruling,"The Commerce Department imposed a 44 . 71 percent tariff on dynamic random access memory semiconductors , or DRAMS , made by Hynix Semiconductor Inc .",The Commerce Department,1
147,Late trading : Placing a buy order for a mutual fund after 4 p . m . ET and getting it at that day ' s closing net asset value .,Late trading,Forward pricing : Law that states mutual fund shares bought after 4 p . m . ET are priced at the next day ' s closing net asset value .,Forward pricing,0
148,"More than 60 percent of the company ' s 1 , 000 employees were killed in the attack .","More than 60 percent of the company ' s 1 , 000 employees","More than 60 per cent of its 1 , 000 employees at the time were killed .","More than 60 per cent of its 1 , 000 employees at the time",1
149,"Malpractice victims say limits on damage payouts make it less likely lawyers will take cases , meaning access to justice could be denied .",Malpractice victims,"Limits on damages make it less likely lawyers will take expensive cases , meaning access to justice is denied , they say .",Limits on damages,1
150,""" Dan brings to Coca - Cola enormous experience in managing some of the world ' s largest and most familiar brands , "" Heyer said in a statement .",Coca - Cola enormous experience in managing some of the world ' s largest and most familiar brands,"In a statement , Heyer said , "" Dan brings to Coca - Cola enormous experience in managing some of the world ' s largest and most familiar brands .",Cola enormous experience in managing some of the world ' s largest and most familiar brands,1
151,"It was to fly a plane in the White House . """,the White House,""" It was to fly a plane into the White House , "" Mr . Karas said .",Mr . Karas,1
152,"Under the settlement , Solutia will pay $ 50 million in equal installments over a period of 10 years .",the settlement,"Under the agreement , Solutia will pay $ 50 million and Monsanto will pay $ 390 million .",the agreement,0
153,"Clijsters was simply too complete and powerful for the Spanish veteran Conchita Martínez in her quarterfinal , winning , 6 - 2 , 6 - 1 .",her quarterfinal,"Clijsters was simply too powerful for Spanish veteran Conchita Martinez , winning 6 - 2 , 6 - 1 .",Spanish veteran Conchita Martinez,1
154,"The government did not identify the taikonauts — a term coined from ‘ ‘ taikong , ’ ’ the Chinese word for space — who would travel on the second mission .",The government,"The government did not identify the taikonauts - - a term coined from taikong , the Chinese word for space .",The government,0
155,"Barry Callebaut will be able to use Brach ' s retail network to sell products made from its German subsidiary Stollwerck , which makes chocolate products not sold in the United States .",Barry Callebaut,"Barry Callebaut will be able to use Brach ' s retail network to sell products made from its German subsidiary Stollwerck , which makes chocolate products unknown to the American market .",Barry Callebaut,1
156,The support will come as a free software upgrade called WebVPN for current customers that have support contracts .,The support,The upgrade will be available as a free download for current customers with SmarNet support in January 2004 .,The upgrade,1
157,The winner of the Williams - Mauresmo match will play the winner of Justine Henin - Hardenne vs . Chanda Rubin .,The winner of the Williams - Mauresmo match,The Williams - Mauresmo winner will play the winner of the match between Justine Henin - Hardenne and Chanda Rubin .,The Williams - Mauresmo winner,1
158,ECUSA is the U . S . branch of the 70 million - member Anglican Communion .,the U . S . branch of the 70 million - member Anglican Communion,The Episcopal Church is the American branch of the Anglican Communion .,The Episcopal Church,0
159,"Senate Majority Leader Bill Frist , a Tennessee Republican , said he intended to work to get the loan provision removed from the final bill .","Senate Majority Leader Bill Frist , a Tennessee Republican ,","Senate Majority Leader Bill Frist , a Tennessee Republican , said he intended to work to see that the loan provision was not in the final bill .","Senate Majority Leader Bill Frist , a Tennessee Republican ,",1
160,"The attack on the al - Rashid Hotel , during the visit of Deputy Defence Secretary Paul Wolfowitz underscores the nature of the problem .","The attack on the al - Rashid Hotel , during the visit of Deputy Defence Secretary Paul Wolfowitz","The attack on the Rashid Hotel on Sunday , during the visit of the deputy secretary of defense , Paul D . Wolfowitz , underscores the nature of the problem .","The attack on the Rashid Hotel on Sunday , during the visit of the deputy secretary of defense , Paul D . Wolfowitz ,",1
161,"Grass ' plea will leave Rite Aid ' s former vice chairman and chief counsel , Franklin C . Brown , to stand trial alone in federal court starting Monday .",Grass ' plea,"If accepted by the judge , Grass ' plea will leave Rite Aid ' s former vice chairman and chief counsel , Franklin C . Brown , to stand trial alone next month .",Grass ' plea,1
162,"Sorkin , who faces charges of conspiracy to obstruct justice and lying to a grand jury , was to have been tried separately .","Sorkin , who faces charges of conspiracy to obstruct justice and lying to a grand jury ,",Sorkin was to have been tried separately on charges of conspiracy and lying to a grand jury .,charges of conspiracy and lying to a grand jury,1
163,He fought for laws that kept his daughter segregated and in an inferior position .,laws that kept his daughter segregated and in an inferior position,"Sen . Thurmond "" never acknowledged his daughter and fought for laws that kept his daughter segregated .",Sen . Thurmond,0
164,"On April 11 , Mayor Bart Peterson said it was "" inconceivable "" that the airline would resume operations at the base that had employed 1 , 500 workers , including 1 , 100 mechanics .",Mayor Bart Peterson,"On April 11 , Mayor Bart Peterson conceded that the facility ' s fate was inevitable , quashing the hopes of the airline ' s 1 , 500 local workers , including 1 , 100 mechanics .",Mayor Bart Peterson,1
165,"Goodrem , 18 , announced on Friday that she was suffering Hodgkin ' s disease , a curable form of lymphoma cancer .","Goodrem , 18 ,","It was announced on Friday that Goodrem had been diagnosed with Hodgkin ' s disease , a form of cancer which affects the lymph nodes .","Hodgkin ' s disease , a form of cancer which affects the lymph nodes",1
166,Kaichen appeared Wednesday in federal court on two bank robbery charges .,federal court,"She appeared in federal court Wednesday , but did not enter a plea .",federal court,0
167,"WHO spokeswoman Maria Cheng agreed , saying : "" It looks very much like an isolated event . """,WHO spokeswoman Maria Cheng,""" It looks very much like an isolated event , "" World Health Organization spokeswoman Maria Cheng said .",World Health Organization spokeswoman Maria Cheng,1
168,"The average American makes four trips a day , 45 percent for shopping or errands .",The average American,Nearly half - 45 percent - are for shopping or running errands .,Nearly half - 45 percent -,0
169,Goss said CIA Director George Tenet has provided the committee with 19 volumes of documents on prewar intelligence which has been made available to House members .,CIA Director George Tenet,He also noted that Tenet has provided the committee with 19 volumes of documents on prewar intelligence which has been made available to House members .,the committee,1
170,"At 5 p . m . EDT , Henri had maximum sustained winds near 50 mph , with some gusts reaching 60 mph .",5 p . m . EDT,"At 8 p . m . Friday , Henri was becoming disorganized , but still had maximum sustained winds near 50 mph , with stronger gusts .",8 p . m . Friday,0
171,"Paul Durousseau , 30 , was charged Tuesday with murder in five slayings between December and February , and also is suspected of a 1997 killing in the state of Georgia .","Paul Durousseau , 30 ,","Paul Durousseau , 32 , was charged Tuesday with murder in five Jacksonville slayings between December and February , and in a 1997 Georgia killing .","Paul Durousseau , 32 ,",1
172,Hunt ' s attorneys filed a motion late Monday in Forsyth Superior Court to have Hunt ' s murder conviction thrown out .,Hunt ' s attorneys,Hunt ' s attorneys filed a motion Monday seeking to have Hunt ' s conviction thrown out based on the new evidence .,Hunt ' s attorneys,1
173,"She said she told O ' Donnell , "" Your mother died of breast cancer .",O ' Donnell,"Spengler replied , "" Didn ' t your mother die of breast cancer ?",your mother,0
174,Her 92 - year - old husband is now severely debilitated by Alzheimer ' s disease .,Her 92 - year - old husband,The 92 - year - old former president is suffering from Alzheimer ' s disease .,The 92 - year - old former president,1
175,""" Americans don ' t cut and run , we have to see this misadventure through , "" she said .",this misadventure,"She also pledged to bring peace to Iraq : "" Americans don ' t cut and run , we have to see this misadventure through . """,this misadventure,0
176,"Chavez said investigators feel confident they ' ve got "" at least one of the fires resolved in that regard . """,""" at least one of the fires","Albuquerque Mayor Martin Chavez said investigators felt confident that with the arrests they had "" at least one of the fires resolved . """,Albuquerque Mayor Martin Chavez,1
177,""" It was never our intention to sell the product , "" said Health Minister Anne McClellan , a skeptic of medical marijuana use .","Health Minister Anne McClellan , a skeptic of medical marijuana use",""" It was never the intention of us to sell product , "" federal Health Minister Anne McLellan said yesterday in Edmonton .",federal Health Minister Anne McLellan,1
178,Many of the victims of Sunday ' s attack had been headed out of Iraq for R & R or emergency leave .,Many of the victims of Sunday ' s attack,Many of the victims had been headed home for R & R or emergency leave when they were killed .,Many of the victims,0
179,"The vulnerability affects an interface with RPC that deals with message exchange over TCP / IP port 135 , according to Microsoft .",The vulnerability,"The security hole was detected into the section of RPC that deals with message exchange over TCP / IP , Microsoft explained .",The security hole,1
180,"A new study , conducted in Europe , found the medicine worked just as well as an earlier disputed study , sponsored by ImClone Systems , said it did .","A new study , conducted in Europe ,","Doctors concluded Erbitux , the cancer drug that enmeshed ImClone Systems in an insider trading scandal , worked just as well as an earlier company - sponsored study said it did .","Erbitux , the cancer drug that enmeshed ImClone Systems in an insider trading scandal ,",1
181,History will remember the University of Washington ' s Dr . Belding Scribner as the man who has saved more than a million lives by making long - term kidney dialysis possible .,the University of Washington ' s Dr . Belding Scribner,"Dr . Belding Scribner , inventor of a device that made long - term kidney dialysis possible and has saved more than a million lives , has died in Seattle at age 82 .","Dr . Belding Scribner , inventor of a device that made long - term kidney dialysis possible and has saved more than a million lives ,",0
182,""" He died doing something he loved , "" William Dusenbery , Sr . , who lives in Fairview Heights , just outside St . Louis , Mo .",something he loved,""" He died doing something he loved , which was flying his helicopters , "" said the father , who lives in Fairview Heights , just outside St . Louis , Mo .","the father , who lives in Fairview Heights , just outside St . Louis , Mo",1
183,Hampton Township is just northeast of Bay City and about 100 miles from Bloomfield Township .,Hampton Township,"Hampton Township is located a few kilometers northeast of Bay City , near Michigan ' s Thumb .",Hampton Township,0
184,"As they wound through police barricades to the funeral home , many chanted "" Celia , Celia "" and sang snippets of her songs .","Celia , Celia ""","As they wound through police barricades to the funeral home , many chanted "" Celia , Celia . ""","Celia , Celia",0
185,"The report said the Corpus Christi - based agent twice called Escobar while the legislator was with the other protesting Democrats in Ardmore , Okla .",The report,"The report said the agent twice called state Rep . Juan Escobar while he was with the other protesting Democrats in Ardmore , Okla .",The report,1
186,The nine largest airlines had $ 75 . 4 billion in revenue last year .,The nine largest airlines,"Since Sept . 11 , 2001 , the six largest airlines have lost a combined $ 18 billion .",the six largest airlines,0
187,Results of the 2001 Aboriginal Peoples Survey released yesterday by Statistics Canada suggest living standards have improved but still lag for those off reserves .,Results of the 2001 Aboriginal Peoples Survey released yesterday by Statistics Canada,The 2001 Aboriginal Peoples Survey released Wednesday by Statistics Canada says living standards have improved but still lag for the Inuit and those who leave their often impoverished reserves .,The 2001 Aboriginal Peoples Survey released Wednesday by Statistics Canada,0
188,At least 27 US troops have been killed in hostile fire since Bush ' s statement .,At least 27 US troops,At least 26 American troops have been killed in hostile fire since major combat was officially declared over on May 1 .,At least 26 American troops,1
189,"According to the survey , last years identity theft losses to businesses and financial institutions totaled nearly $ 48 billion and consumer victims reported $ 5 billion in out - of - pocket expenses .",last years,"Identity theft cost businesses and financial institutions nearly $ 48 billion and consumer victims reported $ 5 billion in out - of - pocket expenses last year , according to the FTC .",consumer victims,1
190,"Mr Annan also warned the US should not use the war on terror as an excuse to suppress "" long - cherished freedoms "" .",Mr Annan,"Annan warned that the dangers of extremism after September 11 should not be used as an excuse to suppress "" long - cherished "" freedoms .",the dangers of extremism after September 11,1
191,"President George W . Bush said he ' s appointed Paul Bremer , a security and counter - terrorism expert , as the top U . S . official overseeing the reconstruction of Iraq .",President George W . Bush,"U . S . President George W . Bush said he ' s appointed Paul ( Jerry ) Bremer , a security and counter - terrorism expert , as presidential envoy to Iraq .",U . S . President George W . Bush,1
192,"According to law enforcement officials , the person arrested was a known sophisticated hacker .",the person arrested,"According to law enforcement officials , the individual decrypted passwords on the server .",the individual,0
193,"At midnight , Erika was about 90 miles east of Brownsville and moving toward the west at about 20 mph , with sustained winds near 70 mph .",about 90 miles,"Late Friday evening , forecasters said Erika was 130 miles east of Brownsville and tracking due west at 21 mph with sustained winds of about 70 mph .",Late Friday evening,1
194,"According to the federal Centers for Disease Control and Prevention ( news - web sites ) , there were 19 reported cases of measles in the United States in 2002 .",19 reported cases,The Centers for Disease Control and Prevention said there were 19 reported cases of measles in the United States in 2002 .,The Centers for Disease Control and Prevention,1
195,Several black Democratic leaders were attempting to arrange a meeting with DNC chairman Terry McAuliffe to discuss the layoffs .,Several black Democratic leaders,Black Democratic leaders were trying to arrange a meeting with Democratic National Committee Chairman Terry McAuliffe to discuss the layoffs of 10 minority staffers at party headquarters .,Black Democratic leaders,1
196,"Shares of McDonald ' s rose $ 1 . 83 , or 8 . 3 percent , to close at the day ' s high of $ 23 . 89 .",Shares of McDonald ' s,McDonald ' s shares rose $ 1 . 83 to close Friday at $ 23 . 89 on the New York Stock Exchange .,McDonald ' s shares,1
197,"The Nasdaq composite index rose 13 . 70 , or 0 . 8 per cent , to 1700 . 34 .",The Nasdaq composite index,"The technology - laced Nasdaq Composite Index . IXIC gained 13 . 73 points , or 0 . 81 percent , to finish at 1 , 700 . 34 .",The technology - laced Nasdaq Composite Index . IXIC,1
198,"Massachusetts does not have a state death penalty , and only once before - in Michigan - has the federal death penalty been given in a state without capital punishment .",the federal death penalty,"Massachusetts has no state death penalty , and only once before - - in Michigan - - has the federal death penalty been given in a state without capital punishment .",no state death penalty,1
199,"Shares of Tampa - based Outback Steakhouse Inc . closed at $ 44 . 50 , up $ 1 . 78 , or 4 . 2 percent , on the New York Stock Exchange .",Shares of Tampa - based Outback Steakhouse Inc .,"Shares of the Oak Brook , Ill . - based hamburger giant closed at $ 24 . 60 , up 51 cents , or 2 . 1 percent , on the New York Stock Exchange .","Shares of the Oak Brook , Ill . - based hamburger giant",0
200,"Simon shares Tuesday closed up 42 cents , or about 1 percent , at $ 39 . 45 on the New York Stock Exchange .",Simon shares,Simon Property ' s shares rose 42 cents to $ 39 . 45 at the close of New York Stock Exchange trading Tuesday .,Simon Property ' s shares,1
201,"Spot gold was quoted at $ 367 . 90 / 368 . 60 an ounce at 1000 GMT , having marched up to $ 369 . 50 - - a level not seen since February 10 .",Spot gold,"Spot gold was quoted at $ 358 . 65 / 359 . 15 an ounce at 0500 GMT , having darted as high as $ 359 . 25 - - a level not seen since February 25 .",Spot gold,0
202,"Under the legislation , a physician who performed the procedure could face up to two years in prison .",a physician who performed the procedure,"Physicians who perform the procedure would face up to two years in prison , under the bill .",Physicians who perform the procedure,1
203,"Microsoft said Friday that it is halting development of future Macintosh versions of its Internet Explorer browser , citing competition from Apple Computer ' s Safari browser .",development of future Macintosh versions of its Internet Explorer browser,"Microsoft will stop developing versions of its Internet Explorer browser software for Macintosh computers , saying that Apple ' s Safari is now all that Apple needs .",versions of its Internet Explorer browser software for Macintosh computers,1
204,"Significantly , it made no mention of the role of terrorist organisation Jemah Islamiyah , accused of being behind the attacks .","no mention of the role of terrorist organisation Jemah Islamiyah , accused of being behind the attacks","The address made no mention of the role of terrorist organisation Jemaah Islamiyah , which was behind the attacks .",The address,1
205,"Several doctors and courts have found Schiavo to be in a persistent vegetative state , but Byrd disagreed .",Several doctors and courts,Many doctors say she is in a persistent vegetative state and can not recover .,Many doctors,0
206,The report shows that drugs sold in Canadian pharmacies are manufactured in facilities approved by Health Canada - the FDA ' s counterpart in Canada .,The report,"The report shows that drugs sold in Canadian pharmacies are manufactured in facilities approved by Health Canada , which serves a similar role as the FDA for the Canadian government .",The report,1
207,"MessageLabs , which runs outsourced e - mail servers for 700 , 000 customers around the world , said it had filtered out 27 , 000 infected e - mails in 115 countries as of Thursday morning .","MessageLabs , which runs outsourced e - mail servers for 700 , 000 customers around the world ,","Messagelabs , which runs outsourced e - mail servers for 700 , 000 customers around the world , has labeled the worm "" high risk "" and reports more than 31 , 000 infections in 120 countries .","Messagelabs , which runs outsourced e - mail servers for 700 , 000 customers around the world ,",0
208,"The New York Democrat and former first lady has said she will not run for the White House in 2004 , but has not ruled out a race in later years .",The New York Democrat and former first lady,The former first lady has said she will not run for the White House in 2004 but has not ruled out a race later on .,The former first lady,1
209,"Sirius recently began carrying National Public Radio , a deal pooh - poohed by XM because it doesn ' t include popular shows like "" All Things Considered "" and "" Morning Edition . ""","National Public Radio , a deal pooh - poohed by XM because it doesn ' t include popular shows like "" All Things Considered "" and "" Morning Edition","Sirius carries National Public Radio , although it doesn ' t include popular shows such as "" All Things Considered "" and "" Morning Edition . """,National Public Radio,0
210,Moore had no immediate comment Tuesday .,no immediate comment,Moore did not have an immediate response Tuesday .,an immediate response,1
211,A company spokeswoman declined to say how much Qwest receives in annual revenue from government contracts .,A company spokeswoman,"A Qwest spokeswoman , Kate Varden , declined to say how much in sales the company received from the United States government .","A Qwest spokeswoman , Kate Varden ,",1
212,PBL ' s Channel Nine has been billed as Australia ' s most popular commercial station after it recently recorded 26 consecutive weeks on top of the ratings .,PBL ' s Channel Nine,Channel Nine has been billed as the most popular commercial station after recently recording 26 consecutive weeks on top of the ratings .,Channel Nine,1
213,"Powerful Mistral winds were fanning the flames , which have destroyed more than 8 , 000 hectares ( 20 , 000 acres ) of pinewood since the blazes started Monday afternoon .",Powerful Mistral winds,"Powerful Mistral winds were fanning the flames , which have destroyed more than 8000 hectares of pinewood since the blazes began on Monday afternoon .",Powerful Mistral winds,1
214,Media moguls jostled for position as the deadline for bids for Vivendi Universal ' s U . S . entertainment empire neared on Monday in an auction of some of Hollywood ' s best - known assets .,Media moguls,Media giant Vivendi Universal has given itself two weeks to sift through offers for its U . S . entertainment empire in a multi - billion dollar auction of some of Hollywood ' s best - known assets .,Media giant Vivendi Universal,1
215,"Mr . Bankhead said the crime scenes indicated that the killer was "" very methodical . """,Mr . Bankhead,GBI spokesman John Bankhead said the murder scenes showed that the killer was very methodical .,GBI spokesman John Bankhead,1
216,"Closed sessions are routinely held at the United Nations tribunal that deals with Balkan war crimes , but usually to protect witnesses ' s safety .",Closed sessions,"Closed sessions are routinely held at the U . N . tribunal that deals with Balkan war crimes , but they are usually closed to protect witnesses who fear for their safety .",Closed sessions,1
217,"They made a similar discovery in Houston on another aircraft , Dallas - based Southwest said in a statement .",a similar discovery,The airline said a similar discovery was made on the plane in Houston .,The airline,1
218,"The 60 - year - old millionaire hugged his attorneys , saying : "" Thank you so much . """,The 60 - year - old millionaire,"Moments later , he hugged his defense lawyers , softly saying , "" Thank you , so much . """,his defense lawyers,1
219,Tampering with medicine has been so lucrative that many of those arrested lived in million - dollar homes .,many of those arrested,"Tampering with medicine apparently was so lucrative , investigators said , that many of the suspects lived in million - dollar homes .",many of the suspects,1
220,"Ryland Group ( nyse : RYL - news - people ) , a homebuilder and mortgage - finance company , sank $ 9 . 65 , or 11 . 6 percent , to $ 73 . 40 .","Ryland Group ( nyse : RYL - news - people ) , a homebuilder and mortgage - finance company ,","Swedish telecom equipment maker Ericsson ( nasdaq : QCOM - news - people ) jumped $ 2 . 88 , or 15 . 7 percent , to $ 21 . 28 .",Swedish telecom equipment maker Ericsson ( nasdaq : QCOM - news - people ),0
221,"It ' s almost as if they ( Russians ) hit an x - mark on the ground , "" NASA spokesman Robert Navias said .",NASA spokesman Robert Navias,"It ' s almost as if they ( Russians ) hit an x - mark on the ground . """,they ( Russians ),1
222,"A three - judge panel of the 11 th U . S . Circuit Court of Appeals ruled late Friday that the small size , limited use and secular purpose make the image legitimate .",A three - judge panel of the 11 th U . S . Circuit Court of Appeals,A three - judge panel of the 8 th U . S . Circuit Court of Appeals in St . Louis overturned a ruling issued last year that supported the ordinance .,A three - judge panel of the 8 th U . S . Circuit Court of Appeals in St . Louis,0
223,Enron spokesman Eric Thode declined to comment on the mediation order .,Enron spokesman Eric Thode,""" We think it ' s great news , "" said Enron spokesman Eric Thode .",Enron spokesman Eric Thode,0
224,""" They will feel themselves to be deceived and they may well dismiss legitimate evidence of the risks of this and other drugs in the future .",legitimate evidence of the risks of this and other drugs in the future,"They will feel themselves to be deceived and they may well dismiss legitimate evidence for the dangers and risks of this and other drugs in the future . """,legitimate evidence for the dangers and risks of this and other drugs in the future,1
225,Gateway will release new Profile 4 systems with the new Intel technology on Wednesday .,new Profile 4 systems,"Gateway ' s all - in - one PC , the Profile 4 , also now features the new Intel technology .",Gateway ' s,1
226,General Motors Corp . posted a record 8 . 4 percent improvement in 2000 .,General Motors Corp .,General Motors Corp . posted the best - ever improvement in 2000 at 8 . 4 percent .,General Motors Corp .,1
227,"A U . S . Court of Appeals Thursday ruled that Microsoft ( Quote , Company Info ) does not have to carry the Java programming language in its Windows operating system .",A U . S . Court of Appeals Thursday,A federal appeals court on Thursday overturned a judge ' s order that would have forced Microsoft to include competitor Sun Microsystems ' Java software in its Windows operating system .,A federal appeals court,1
228,"A few miles further east is Tehuacan , where corn may first have been domesticated 4 , 000 years ago .","Tehuacan , where corn may first have been domesticated 4 , 000 years ago","A few miles west are the pyramids of Teotihuacan , where corn may first have been domesticated 4 , 000 years ago .","the pyramids of Teotihuacan , where corn may first have been domesticated 4 , 000 years ago",1
229,"Board Chancellor Robert Bennett declined to comment on personnel matters Tuesday , as did Mills .",Board Chancellor Robert Bennett,"Mr . Mills declined to comment yesterday , saying that he never discussed personnel matters .",Mr . Mills,1
