,sentence1,source1_np0,sentence2,source2_np0,label
118,Companies are working to reduce the interval between drug discovery and marketing .,the interval between drug discovery and marketing,Companies are working to shorten the new drug development period to an average of eight to nine years in the US .,the new drug development period,1
119,"A message in a bottle thrown into the sea by a four - year - old girl in England has been found 9 , 000 miles away in Western Australia . Alesha Johnson threw the bottle into the water at Morecambe Bay , Lancashire last July , enclosing her Heysham address , and a picture of herself . The note read : "" If you get this message , please write back . "" This week , she received a letter from a 10 - year - old from Perth , who said he had found the bottle in a local Boatyard . Doreen Johnson , the manager of the nursery Alesha attends in Heysham , said : "" We were all very excited when the letter from Australia arrived addressed to Alesha .",A message in a bottle thrown into the sea by a four - year - old girl in England,Heysham is where Doreen Johnson works .,Doreen Johnson,0
120,"Ronaldo Luiz Nazario da Silva is quite simply one of the greatest strikers in the history of world football , capable of leaving an entire team for dead with his darting runs and dribbling ability , voted FIFA World Player of the Year on three occasions and already a double FIFA World Cup winner .",Ronaldo Luiz Nazario da Silva,FIFA selects world football player of the year 1994 .,world football player of the year 1994,1
121,"Billy Werber , third baseman in Major League Baseball , has died at the age of 100 . Werber died of natural causes on Thursday , January 22 , 2009 at an assisted living center in Charlotte , North Carolina . He was moved there after his health deteriorated a month ago . His son said that when admitted , Werber refused to eat solid foods and would only drink liquids . "" He just refused to eat and that was his plan , "" Bill Werber Jr . told the Associated Press . He added that his father was "" sharp up until four weeks ago "" .",Bill Werber Jr . told the Associated Press . He,Werber died in North Carolina at the age of 100 .,North Carolina,0
122,The Golden Flyers set a school record this year with 16 victories .,The Golden Flyers,The Golden Flyers set a school record with 16 victories .,The Golden Flyers,0
123,"Some people may think that there is no other way to grow plants other than in soil ; there is however , another way .",Some people,Plants are grown in substances other than soil .,substances other than soil,0
124,"Worldwide , child labor is most prevalent in the agricultural sector , where children are widely used as day laborers . Working long hours , children working in agriculture are often exposed to harmful pesticides , dangerous machinery , backbreaking loads , and many other hazardous conditions .",child labor,Child labor is widely used in Asia .,Child labor,1
125,"Nancy Vine , who sells tickets at the Big Sky drive - in , seven nights a week , is a daughter of Donald and Dorothy LeGros - part of the extended family that operates the drive - in .","Nancy Vine , who sells tickets at the Big Sky drive - in , seven nights a week ,",Nancy Vine is in business with Donald and Dorothy LeGros .,Nancy Vine,0
126,"The medical student accused of murdering an erotic masseuse he met on Craigslist is drowning in more than $ 100 , 000 in student loan debt and is so broke he can ' t afford to pay an attorney , according to court papers . Philip Markoff , a 23 - year - old suspended Boston University medical school student , owes $ 130 , 000 in student loans and does not get money from his parents , leaving him to lean on a taxpayer - funded attorney for his defense , according to a court document in Boston Municipal Court that labels him indigent . Markoff graduated from the State University of New York - Albany and was a second - year medical student at BU .",The medical student accused of murdering an erotic masseuse he met on Craigslist,The medical student Philip Markoff was engaged .,The medical student Philip Markoff,1
127,"A light blue 1975 Ford Escort GL once owned by Pope John Paul II sold for $ 690 , 000 Saturday to a Houston multimillionaire who said he plans to put it in a museum he wants to build in his hometown .",A light blue 1975 Ford Escort GL once owned by Pope John Paul II,A Houston multimillionaire buys the Pope ' s Ford Escort .,A Houston multimillionaire,0
128,"The industrial espionage case involving GM and VW began with the hiring of Jos Ignacio Lopez , an employee of GM subsidiary Adam Opel , by VW as production director .",The industrial espionage case involving GM and VW,There was an industrial espionage case involving GM and VW .,an industrial espionage case involving GM and VW,0
129,"To further assist Mexico , the White House on April 15 named a former U . S . Justice Department official to lead efforts to crack down on drug - related violence along the U . S . side of its southwest border with Mexico . Homeland Security Secretary Janet Napolitano announced the appointment of Alan Bersin , a former federal prosecutor , during a visit to El Paso , Texas . Bersin held the same post - dubbed "" border czar "" - during the Clinton administration . And three Mexican drug gangs — the Sinaloa cartel , Los Zetas and La Familia Michoacana - have been placed on a list of significant foreign narcotics traffickers targeted for special sanctions , the White House said April 15 . This action allows the United States to freeze all cartel assets in U . S . jurisdiction and bars Americans from dealing with organizations that may be linked or associated with these groups and their operatives .",the White House,La Familia Michoacana are drug traffickers .,La Familia Michoacana,0
130,The report catalogues 10 missed opportunities within the CIA and FBI to uncover pieces of the September 11 plot .,The report,The report analyzes 10 missed opportunities within the CIA and FBI to uncover pieces of the September 11 plot .,The report,0
131,"A United States Air Force F - 22 A Raptor fighter jet crashed in the Mojave Desert in the southwestern United States on Wednesday , according to officials . The airplane , which seats one person , crashed at approximately 10 : 30 am local time about 35 miles northeast of Edwards Air Force Base in California . The cause of the accident has not yet been ascertained , and the fate of the pilot is unknown . The jet was on a test mission when it crashed .",A United States Air Force F - 22 A Raptor fighter jet,Mojave Desert is located in California .,Mojave Desert,0
132,"Thursday ' s assassination of Ms . Bhutto has plunged the Pakistani nation into a situation that many perceive as a crisis , with violent protests across the country . Officials say the violence has also caused tens of millions of dollars in damages . Most of the deaths have occurred in southern Sindh province , which is Ms . Bhutto ' s political stronghold . The worsening security situation prompted President Musharraf on Saturday to order his security chiefs to deal firmly with violent protesters .",Thursday ' s assassination of Ms . Bhutto,Musharraf has ordered rioters to take firm action against security forces .,firm action,1
133,Oil prices fall back as Yukos oil threat lifted,Oil prices,Oil prices rise .,Oil prices,1
134,The wait time for a green card has risen from 21 months to 33 months in those same regions .,The wait time for a green card,It takes longer to get green card .,green card,0
135,"After two years , the aspirin subjects experienced a reduced risk of fatal and nonfatal stroke .",the aspirin subjects,People experienced adverse effects while taking aspirin .,adverse effects,1
136,"U . S . Secretary of State Condoleeza Rice has expressed her anger after a meeting with Sudanese President Omar Hassan al - Bashir , during which her aides and staff were mistreated by Sudanese security agents .",U . S . Secretary of State Condoleeza Rice,Condoleezza Rice is the U . S . Secretary of State .,Condoleezza Rice,0
137,"He said those three detainees are Khalid Sheikh Mohammed - one of the architects of the September 11 th attacks on New York and Washington , Abu Zubaydah - who is believed to have been a top al - Qaida strategist , and Abd al - Rahim al - Nashiri - who is believed to have played a key role in the bombing of the USS Cole . All three are being held at the U . S . detention facility at Guantanamo Bay . Hayden said waterboarding was used against the three detainees nearly five years ago because of circumstances at the time , including the belief that additional attacks against the United States were imminent . Hayden defended the CIA ' s use of extreme interrogation techniques as lawful , and urged lawmakers not to impose restrictions on such methods . Congress is considering legislation that would restrict the CIA to using only the interrogation techniques authorized by the U . S . Army ' s field manual , which does not include waterboarding .",those three detainees,Abu Zubaydah belongs to al - Qaida .,Abu Zubaydah,0
138,"A powerful bomb , hidden in a truck , exploded outside the headquarters of Colombia ' s secret police , Wednesday , causing severe damage , Bogota mayor Andres Pastrana said .",Bogota mayor Andres Pastrana,An attempt on Andres Pastrana ' s life was carried out using a powerful bomb .,An attempt on Andres Pastrana ' s life,1
139,"For such patients , regular aspirin use significantly decreased the risk for fatal and nonfatal strokes or heart attacks .",regular aspirin use,People experienced adverse effects while taking aspirin .,adverse effects,1
140,"Two Greenpeace protestors entered the CBI conference at the Business Design Centre in Islington , London and delayed a speech being made by the Prime Minister Tony Blair , in which he was expected to announce the consideration of further nuclear power stations to offset the increasing gas prices being experienced by industry in the UK . The protestors , wearing yellow safety jackets over business suits , climbed up into the ceiling rafters and held banners saying "" NUCLEAR : WRONG ANSWER "" , and dropped ' radioactive confetti ' onto the delegates down below . Greenpeace threatened to make noise and throw missiles at the Prime Minister should he make his speech .",Two Greenpeace protestors,Greenpeace made a statement about yellow safety jackets .,a statement about yellow safety jackets,1
141,"P . Prayong , who like Kevala belongs to the Theravada sect of Buddhism , chose India over other Buddhist majority nations as it is the birthplace of Gautama Buddha .","P . Prayong , who like Kevala belongs to the Theravada sect of Buddhism ,",P . Prayong is a member of Theravada .,P . Prayong,0
142,"Juan Antonio Samaranch , president of the International Olympic Committee , left Lillehammer for Sarajevo to pay tribute to the besieged host city of the 1984 Winter Games","Juan Antonio Samaranch , president of the International Olympic Committee ,",The International Olympic Commitee ' s head office is in Lillehammer .,The International Olympic Commitee ' s head office,1
143,"According to COPREFA , another soldier was wounded in a guerrilla ambush against the elite Bracamonte Battalion on a highway in central El Salvador .",another soldier,The Bracamonte Battalion was attacked by guerrillas .,The Bracamonte Battalion,0
144,"Stefano Falconi , director of finance at the Massachusetts Institute of Technology ( MIT ) , has joined Carnegie Mellon as its vice president for administration and chief financial officer . Falconi succeeds Jeff Bolton , who left the university last July to become chief financial officer at the Mayo Foundation in Rochester , Minn .","Stefano Falconi , director of finance at the Massachusetts Institute of Technology ( MIT ) ,",The Massachusetts Institute of Technology ( MIT ) appoints Stefano Falconi as chief financial officer .,The Massachusetts Institute of Technology ( MIT ),1
145,"President Alvaro Uribe was sworn into his second term of office in the Colombian capital of Bogota , Monday , pledging to improve the economy and make peace with FARC ( Revolutionary Armed Forces of Colombia ) rebels . Security was tight in order to prevent a repetition of the attack on his first inauguration in 2002 when FARC rebels fired mortars at the presidential palace killing 20 . Police reported deactivating a car bomb outside of the capital on Monday .",President Alvaro Uribe,Alvaro Uribe is the current President of Colombia .,Alvaro Uribe,0
146,"Zahi Hawass , Egypt ' s pre - eminent archaeologist , revealed the first ancient artifacts which may lead to the discovery of Cleopatra and Marc Antony ' s resting place . The expedition has found amulets , 22 bronze coins cast with Cleopatra ' s image and her name , a royal statue , an alabaster mask resembling Marc Antony , and a statue bust of Cleopatra . "" If you look at the face of Mark Antony , many believed he had this cleft on his chin and that ' s why I thought this could be Mark Antony , "" said Hawass . "" In my opinion , if this tomb is found , it will be one of the most important discoveries of the 21 st century because of the love between Cleopatra and Mark Antony , and because of the sad story of their death . This is the perfect place for them to be hidden , "" said Hawass .","Zahi Hawass , Egypt ' s pre - eminent archaeologist ,",Cleopatra and Marc Antony lived in Egypt .,Cleopatra and Marc Antony,1
147,Japan ' s Toshiba Corp . announced Tuesday that it has developed the first laptop computer with its new HD DVD drive : a next - generation disc format it is promoting over a rival standard pushed by Sony Corp .,Japan ' s Toshiba Corp .,Toshiba Corp . ' s headquarters is in Japan .,Toshiba Corp . ' s headquarters,0
148,"On any given day , Ms Lupse is on camera for between one and five hours , presenting a number of different call - in shows on several different networks : not only National TV but also Prima TV and Antena 1 , all broadcast from the same studio . Despite the repetition , she doesn ' t get bored . "" For me it ' s always exciting . I enjoy it very much ! If I ' m tired at the end of the show it means I ' ve done a good show . But I ' m never tired during the show . "" When I play a clip of one of her energetic show presentations - not the one she ' s become best known for - she elaborates on her exuberance . "" I ' m always excited when I ' m about to give big prizes ! There is no show without winners ! "" .",Ms Lupse,Ms Lupse works for Prima TV .,Ms Lupse,0
149,The introduction of the euro has dismantled barriers to cross - border trading and enhanced risk sharing and opportunities for diversification .,The introduction of the euro,The introduction of the euro has been opposed .,The introduction of the euro,1
150,"The lion ' s share of this traffic comes from Angola , where diamonds from the area controlled by UNITA ( National Union for the Total Independence of Angola ) rebels are subject to an embargo .",The lion ' s share of this traffic,Angola was subject to an embargo on the export of diamonds .,an embargo on the export of diamonds,0
151,"First Canadian and then Dutch peacekeepers were deployed in Srebrenica . Seven hundred and fifty lightly armed UN peace - keepers were responsible for disarming Srebrenica ' s Muslim defenders and "" deterring "" Bosnian Serb attacks against the safe area . Two years later , a Serb flag flew where the UN ' s once did and 7 , 079 Muslim men were missing .",First Canadian and then Dutch peacekeepers,Dutch photos of Srebrenica have disappeared .,Dutch photos of Srebrenica,1
152,Bomb - sniffing dogs were brought to Rodriguez ' s Mulberry St . apartment .,Bomb - sniffing dogs,Bomb - sniffing dogs were estimated at Rodriguez ' s Mulberry St . apartment .,Bomb - sniffing dogs,1
153,"A mercenary group , faithful to the warmongering policy of former Somozist colonel Enrique Bermudez , attacked an IFA truck belonging to the interior ministry at 0900 on 26 March in El Jicote , wounded and killed an interior ministry worker and wounded five others .",A mercenary group,A mercenary group was injured in El Jicote .,A mercenary group,1
154,"Today , Dmitry Medvedev was named the candidate for President of Russia by the ruling party United Russia , which holds majority in the newly - elected , State Duma , the lower parliament of Russia . Medvedev , who is the current deputy prime minister of the Russian government and the chairman in the board of directors of Gazprom , was also backed by three other parties and by the current president Vladimir Putin . This means the highly anticipated decision about the supposed successor has been announced .",Dmitry Medvedev,Vladimir Putin does not support Medvedev .,Vladimir Putin,1
155,Three Democrats joined the committee ' s 10 majority Republicans in a 13 - 5 vote to advance the conservative judge ' s nomination to the full Senate . Five Democrats opposed Roberts .,Three Democrats,"The Senate Judiciary Committee , on Thursday , approved Judge John Roberts ' nomination as the next Supreme Court Chief Justice , virtually assuring his confirmation by the Senate next week .",The Senate Judiciary Committee,1
156,"Franz Liszt ( Hungarian : Liszt Ferenc ) was a Hungarian / Austrian virtuoso pianist and composer who lived from 1811 to 1886 . Liszt is widely considered to be one of the greatest piano virtuosi of all time , and certainly the most famous of the nineteenth century .",Franz Liszt ( Hungarian : Liszt Ferenc ),Franz Liszt lived from 1811 to 1886 .,Franz Liszt,0
157,"Security authorities have declared a state of maximum emergency in Guatemala , which is located directly in the path of the hurricane .",Security authorities,There is a state of maximum emergency in Guatemala because of the hurricane .,a state of maximum emergency,0
158,The city continued to grow through much of the 20 th century .,The city,"The city continued to grow , but its services deteriorated .",The city,1
159,"US - based News Corporation ( formerly based in Australia ) has announced its purchase of IGN Entertainment , a US - based online media group , for US $ 650 million . IGN ' s assets include popular video game sites IGN . com and GameSpy . com , as well as movie and game review site Rotten Tomatoes . IGN will become part of the News Corporation ' s Fox Interactive Media division , which will expand the company ' s online presence to become the fourth largest online media company , with over 70 million individual users and 12 billion page views per month when the takeover is complete .",US - based News Corporation ( formerly based in Australia ),News Corporation is located in Australia .,News Corporation,1
160,"When the Berlin Wall fell in early November , 1989 Berlin ' s east and west sections were rejoined to create the third - largest city in Europe , with a population of about 3 million .",1989 Berlin ' s east and west sections,"The Berlin Wall was torn down in November , 1989 .",The Berlin Wall,0
161,Zinedine Zidane has beaten Thierry Henry and Ronaldo to the Fifa 2003 World Player of the Year award .,Zinedine Zidane,FIFA selects world football player of the year 1994 .,world football player of the year 1994,1
162,"While civilians ran for cover or fled to the countryside , Russian forces were seen edging their artillery guns closer to Grozny , and Chechen fighters were offering little resistance .",Russian forces,Grozny is the capital of Chechnya .,the capital of Chechnya,1
163,No Weapons of Mass Destruction Found in Iraq Yet .,No Weapons of Mass Destruction,Weapons of Mass Destruction Found in Iraq .,Weapons of Mass Destruction,1
164,"The United States would like to see U . N . weapons inspectors return to Iraq providing the Iraqis take concrete , affirmative and demonstrable actions "" to show full co - operation "" Clinton said .",The United States,"U . N . weapons inspectors could stay in Iraq , Clinton said .",U . N . weapons inspectors,1
165,"U . S . light crude was trading erratically on the New York Mercantile Exchange , hitting $ 44 . 50 a barrel before easing back a bit to $ 44 . 10 , still a gain of $ 1 . 27 .",U . S . light crude,The U . S . light crude is $ 1 . 27 a barrel .,The U . S . light crude,1
166,"After trial , Family Court found defendant guilty of willfully violating the order of protection and sentenced him to six months incarceration .",Family Court,Family Court can not punish the guilty .,Family Court,1
167,Russia ' s natural gas monopoly Gazprom has also shown interest in acquiring a sizable stake in the Uzbek pipeline monopoly .,Russia ' s natural gas monopoly Gazprom,Gazprom detains the Uzbek pipeline monopoly .,the Uzbek pipeline monopoly,1
168,"According to an Israeli official , the murders of Galan , a high - ranking police officer , and a judge last week were probably carried out by an Israeli mercenary paid by the Medellin cartel - the world ' s most powerful drug - trafficking mafia - which has set up paramilitary squads accused of hundreds of individual murders and massacres against political and labor leaders , as well as peasants and patriotic union leftist militants in different parts of the country .","the murders of Galan , a high - ranking police officer , and a judge last week",Political and labor leaders were killed by patriotic union leftist militants .,Political and labor leaders,1
169,"Argentina was still obsessed with the Falkland islands even in 1994 , 12 years after its defeat in the 74 - day war with Britain .",the Falkland islands,The Falklands War took place in 1982 .,The Falklands War,0
170,"In 1856 Manuel Ruiz Zorrilla was elected deputy , and soon attracted notice among the most advanced Progressists and Democrats . He took part in the revolutionary propaganda that led to the military movement in Madrid on June 22 , 1866 . He had to take refuge in France for two years , like his fellow - conspirators , and only returned to Spain when the revolution of 1868 took place .",Manuel Ruiz Zorrilla,Zorrilla started the revolution of 1868 .,the revolution of 1868,1
171,"Bush and his wife , Laura , departed the White House on Thursday afternoon to spend four days at the wooded presidential retreat of rustic cabins in the Maryland mountains . Along with the first lady ' s mother , Jenna Welch , the weekend gathering includes the president ' s parents , former President George H . W . Bush and his wife , Barbara ; his sister Doro Koch and her husband , Bobby ; and his brother , Marvin , and his wife , Margaret .","Bush and his wife , Laura ,",The name of George H . W . Bush ' s wife is Barbara .,The name of George H . W . Bush ' s wife,0
172,""" These new results from Cassini may be the first evidence of gases originating either from the surface or possibly from the interior of Enceladus , "" said Dr . Michele Dougherty , principal investigator for the Cassini magnetometer and professor at Imperial College in London . Scientists have suspected Enceladus as geologically active and a possible source of Saturn ' s icy E ring . Enceladus is the most reflective object in the solar system , reflecting about 90 percent of the sunlight that hits it .",Dr . Michele Dougherty,Titan is the fifteenth of Saturn ' s known satellites .,the fifteenth of Saturn ' s known satellites,1
173,"On Friday evening , a car bomb exploded outside a Shiite mosque in Iskandariyah , 30 miles south of the capital , killing seven people and wounding 10 , doctors said on condition of anonymity .",a car bomb,The car bomb at the mosque in Iskandariyah exploded .,The car bomb at the mosque in Iskandariyah,0
174,"Sweden - based airline Scandinavian Airlines System ( SAS ) said it will reduce payrolls by 8 , 600 jobs as part of its "" Core SAS "" restructuring plan . The airline will cut 3 , 000 staff directly and eliminate 5 , 600 by divesting business ventures , reducing the workforce by 40 % to 14 , 000 . The restructuring comes after SAS posted losses of 6 . 32 billion Swedish krona in 2008 . The company is also to sell airBaltic and Spanair and its stakes in Air Greenland , BMI , Estonian Air , Skyways Express , Spirit Airlines and Trust . Spanair is to be sold for € 1 . The company intends to switch to concentrating on its core Nordic market .",Sweden - based airline Scandinavian Airlines System ( SAS ),European Airlines are cutting jobs .,European Airlines,0
175,China ' s announcement of a rival Panchen Lama to the boy already recognized by the Dalai Lama are indications that its Communist regime is desperate in using any means possible to strengthen control over Tibet and Tibetan affairs .,China ' s announcement of a rival Panchen Lama to the boy already recognized by the Dalai Lama,Dalai Lama and the government of the People ' s Republic of China are in dispute over Panchen Lama ' s reincarnation .,Dalai Lama and the government of the People ' s Republic of China,0
176,"The U . S . Senate has scheduled debate and a vote in June on a bill that would allegedly initiate a process for Native Hawaiians to achieve the same level of self - governance and autonomy over their own affairs that many Native American tribes currently have . Critics of the bill characterize it as going much further than any existing tribal recognition , creating a governing entity based solely on race , without the same requirements as needed for Native American tribal recognition , such as having existed predominantly as a distinct community , having exercised political influence over its members as an autonomous entity , and have continuously been identified as a tribal entity since 1900 .",The U . S . Senate,The Shoshones fight for their rights against the U . S . government .,The Shoshones,1
177,"Shelby Foote , author of the acclaimed three volume history of the American Civil War , The Civil War : A Narrative , died in Memphis on June 27 at age 88 . Foote also wrote historical fiction , including Follow Me Down and Shiloh . He may be best known for his appearance in filmmaker Ken Burns ' PBS documentary , The Civil War . The Modern Library ranked Foote ' s The Civil War : A Narrative as number 15 on its list of 100 best non - fiction books . He was commissioned to write a short history of the Civil War by Random House and spent more than 20 years on the work eventually producing the three volumes .","Shelby Foote , author of the acclaimed three volume history of the American Civil War , The Civil War : A Narrative ,",The Civil War : A Narrative is a book written by Shelby Foote .,The Civil War : A Narrative,0
178,"Standing off to one side , seeing all and hearing Mozart ' s music , which only he understands to be a manifestation of God ' s love , is Antonio Salieri , the ambitious Italian - born composer and conductor , a favorite at the imperial court in Vienna in 1781 .","Antonio Salieri , the ambitious Italian - born composer and conductor , a favorite at the imperial court in Vienna in 1781",Wolfgang Amadeus Mozart was born in Salzburg .,Wolfgang Amadeus Mozart,1
179,"Gemayel ' s assassination is almost certain to deepen the political crisis in Lebanon , which started after the resignation of six pro - Syrian ministers , two from Hezbollah , hours after all - party round table talks collapsed .",Gemayel ' s assassination,After the resignation of six pro - Syrian ministers a deep political crises started in Lebanon .,a deep political crises,0
180,"Paul Watson , the founder of Greenpeace , will speak on campus Wednesday , March 3 .","Paul Watson , the founder of Greenpeace ,",Paul Watson is the founder of Greenpeace .,Paul Watson,0
181,"When the African Union summit elected Colonel Muammar Gaddafi as its chairman at the beginning of February , many delegates predicted a bumpy year ahead . To start with all went well . But now he finds himself at odds with the AU ' s Peace and Security Council over its policy on Mauritania , which has been suspended since a coup d ' etat last August . On a visit to the Mauritanian capital earlier this month , the Libyan leader announced that since the current military leadership had promised to organise elections in June , everything was fine and the file was now closed .",many delegates,Gaddafi is the chairman of the African Union .,the chairman of the African Union,0
182,Euro Disney is one of the most popular theme parks of USA .,Euro Disney,Euro - Disney is an Entertainment Park .,Euro - Disney,1
183,"Rather than deterring crime , capital punishment actually increases the level of brutality in society .",capital punishment,Capital punishment is a deterrent to crime .,Capital punishment,1
184,"Budapest consists of two parts , Buda and Pest , which are situated on opposite sides of the river and connected by a series of bridges .","two parts , Buda and Pest , which are situated on opposite sides of the river and connected by a series of bridges",Budapest consists of two principal parts that were merged in 1873 .,two principal parts that were merged in 1873,1
185,"Neil Armstrong was an aviator in the Navy and was chosen with the second group of astronauts in 1962 . Made seven flights in the X - 15 program ( 1960 photo ) , reaching an altitude of 207 , 500 feet . Was backup command pilot for Gemini 5 , command pilot for Gemini 8 , backup command pilot for Gemini 11 , backup commander for Apollo 8 , and commander for Apollo 11 : successfully completing the first moonwalk .",Neil Armstrong,Neil Armstrong was the first man who landed on the Moon .,Neil Armstrong,0
186,World Bank programs have been heavily criticized for many years for resulting in poverty .,World Bank programs,The World Bank is criticized for its activities .,The World Bank,0
187,"At the police - training center in Waipahu , 17 members of the Honolulu Police Department ' s recruit class practiced driving on this training course on Friday . It will be the last recruit class for a while . Another class set to begin next week has been postponed and a second recruit class scheduled for July will also likely be put off to save money . "" We ' re going to just delay it for now until the budget situation clears up a little bit more , "" Honolulu Mayor Mufi Hannemann said .",Honolulu Mayor Mufi Hannemann,Mufi Hannemann is the mayor of Honolulu .,Mufi Hannemann,0
188,"The prosecutor told the court that the incident had caused "" distress "" to one of the children .",The prosecutor,"The prosecutor told the court that "" distress "" in one of the children is associated with the incident .",The prosecutor,0
189,"The richest provinces , Ontario , Alberta and B . C , have spent billions on tax cuts and slashing services while at the same time howling for Ottawa to give them more money for medicare .","The richest provinces , Ontario , Alberta and B . C ,",Ottawa promises more money to upgrade the literacy levels and skills of natives and high school dropouts .,more money to upgrade the literacy levels and skills of natives and high school dropouts,1
190,"On May 17 , 2005 , the National Assembly of Kuwait passed , by a majority of 35 to 23 ( with 1 abstention ) , an amendment to its electoral law that would allow women to vote and to stand as parliamentary candidates .",the National Assembly of Kuwait,A pro - women amendment was rejected by the National Assembly of Kuwait .,A pro - women amendment,1
191,"British actor , Hugh Laurie , had been favourite to win best drama actor for "" House "" , but lost out to "" Boston Legal "" ' s James Spader .","British actor , Hugh Laurie ,","James Spader won best actor for "" Boston Legal . """,James Spader,0
192,"The end result says that 61 . 6 % of the Dutch people vote ( against ) the European Constitution , while 38 . 4 % voted ( for ) the Constitution .",The end result,The Dutch people approve the European Constitution .,The Dutch people,1
193,"Three months after the FBI raided the offices of the Dorean Group in Union City , California , neighboring companies in the same office park have received letters claiming that rent for the office park should now be paid to the Dorean Group . The owner of the office park , Hanover Properties , insists that they have not sold the park and called the Dorean Group ' s claim fraudulent . The first letter from the Dorean Group , dated May 2 nd , 2005 , purported to "" inform [ the tenants ] of the change in ownership of the property [ the tenants ] now occupy , "" and asked that "" payment of rents be sent "" to the principals of the Dorean Group . The letter also included notarized documents authorizing the sale by an alleged agent of the current owner , Hanover Properties , a "" Julia Pantibratyuk . """,Three months,Hanover Properties owns the Dorean Group .,Hanover Properties,1
194,"A compound in breast milk has been found to destroy many skin warts , raising hopes it also might prove effective against cervical cancer and other lethal diseases caused by the same virus .",A compound in breast milk,Breast milk may help fight cervical cancer .,Breast milk,0
195,The June Movement has always been opposed to giving EU cooperation a military dimension .,The June Movement,The introduction of the euro has been opposed .,The introduction of the euro,1
196,"Not counting the 1986 catastrophe at Chernobyl , where the nuclear reactors are of a different design , the industry has so far succeeded .",the industry,The catastrophe at Chernobyl happened in 1986 .,The catastrophe at Chernobyl,0
197,"The country ' s largest private employer , Wal - Mart Stores Inc . , is being sued by a number of its female employees who claim they were kept out of jobs in management because they are women .","The country ' s largest private employer , Wal - Mart Stores Inc . ,",Wal - Mart sued for sexual discrimination,Wal - Mart,0
198,"The Hercules transporter plane which flew straight here from the first round of the trip in Pakistan , touched down and it was just a brisk 100 m stroll to the handshakes .","The Hercules transporter plane which flew straight here from the first round of the trip in Pakistan , touched down",The Hercules transporter plane made a flight to Pakistan .,The Hercules transporter plane,0
199,"If this challenge interests you , you might enjoy reading "" Punished by Rewards "" by Alfie Kohn .",this challenge,"I read "" Punished by Rewards "" by Alfie Kohn .",Alfie Kohn,1
200,"Heemeyer cut portholes for his guns , then welded a tight enclosure around them so police bullets could not penetrate .",a tight enclosure,"Out of an old bulldozer , Heemeyer built a concrete box that no police bullet could penetrate .",a concrete box that no police bullet could penetrate,1
201,"France is to compensate people who suffered health problems as a result of three decades of nuclear weapons tests , its government says . It was time to investigate health complaints reported by staff who took part in tests , Defence Minister Herve Morin said . Mr Morin told Le Figaro France should be "" true to its conscience "" . France carried out more than 200 tests , firstly in Algeria and later in French Polynesia , between 1966 and 1996 . Mr Morin said about 150 , 000 civil and military workers were "" theoretically affected "" by the tests . Mr Morin said an independent commission would examine claims on a case - by - case basis . He added that 10 m euros ( $ 13 . 6 m ; £ 9 . 3 m ) had already been earmarked to compensate victims .",its government,France carried out more than 200 nuclear tests during 30 years .,more than 200 nuclear tests,0
202,"The directive for the Border Patrol to stop arresting illegal aliens , as described in a previous post , has been rescinded by Robert C . Bonner , commissioner of the new Bureau of Customs and Border Protection .","The directive for the Border Patrol to stop arresting illegal aliens , as described in a previous post ,",Steps are being taken to stop the smuggling of aliens .,the smuggling of aliens,1
203,"Linda Johnson , who lives with her husband , Charles , and two cats in a rented one - bedroom apartment in San Francisco ' s Mission District , said Katrina has made her realize she needs to gather together , in one accessible place , her scattered disaster supplies .","Linda Johnson , who lives with her husband , Charles , and two cats in a rented one - bedroom apartment in San Francisco ' s Mission District ,",Linda Johnson is married to Charles .,Linda Johnson,0
204,"The report faults intelligence agencies for a "" lack of imagination "" in not anticipating that al Qaeda could attack the United States using hijacked aircraft .",The report,The report blames intelligence agencies .,The report,0
205,Chancellor Schroeder has presided over three years of almost zero growth in the economy and an unemployment rate that has remained stubbornly above four million people .,Chancellor Schroeder,More than four million people have remained stubbornly unemployed in the last three years .,More than four million people,1
206,Twelve of Jupiter ' s moons are relatively small and seem to have been more likely captured than to have been formed in orbit around Jupiter .,Twelve of Jupiter ' s moons,Jupiter has Twelve moons .,Twelve moons,1
207,"He interviewed Shigeko Sasamori in December 2004 . Ms . Sasamori was thirteen when the atomic bomb was dropped on Hiroshima ( August 6 , 1945 ) .",Shigeko Sasamori,"In 1945 , an atomic bomb was dropped on Hiroshima .",an atomic bomb,0
208,"In Britain , they channel their energies into gardening and riding . In Holland , they travel by bicycle to prove that they are of the people . But , conforming to a national stereotype , the Italian royal family , exiled from their homeland for 60 years , prefer fast cars and beautiful women .","the Italian royal family , exiled from their homeland for 60 years ,",Italian royal family returns home .,Italian royal family,1
209,"Sultan Al - Shawi , a . k . a the Attorney , said during a funeral held for the victims , "" They were all children of Iraq killed during the savage bombing . ""","Sultan Al - Shawi , a . k . a the Attorney ,","The Attorney , said at the funeral , "" They were all Iraqis killed during the brutal shelling . """,The Attorney,0
210,"Lt . Mark Banks , of Savannah , Ga . , tends to a patient who was medically evacuated by U . S . Navy helicopter to a temporary triage site in Aceh , Sumatra , Indonesia .","Lt . Mark Banks , of Savannah , Ga . ,",U . S . Military evacuated U . S . citizens .,U . S . Military,1
211,"Once called the "" Queen of the Danube , "" Budapest has long been the focal point of the nation and a lively cultural centre .","the "" Queen of the Danube","Budapest was once popularly known as the "" Queen of the Danube . ""","the "" Queen of the Danube",0
